,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
17772,Unique work,male,52.0,20.5,Not flat,2.0,2.0,Unique,signed,gallery,606.0,other,Present,France,images_thesis\1965333_1_m.jpg
17773,Unique work,unknown,31.5,23.6,Not flat,2.0,8.0,Unique,signed,gallery,702.0,acrylic,Present,France,images_thesis\1950789_1_m.jpg
17774,Unique work,female,39.4,31.5,Not flat,3.0,9.0,Unique,signed,gallery,3754.0,acrylic,No description,France,images_thesis\1937454_1_m.jpg
17775,Unique work,female,45.7,31.9,Not flat,2.0,9.0,Unique,signed,gallery,3149.0,other,No description,France,images_thesis\1925493_1_m.jpg
17776,Unique work,unknown,51.2,38.2,Not flat,2.0,8.0,Unique,signed,gallery,2543.0,other,Present,France,images_thesis\1925034_1_m.jpg
17777,Unique work,male,32.1,19.9,Not flat,4.0,9.0,Unique,signed,gallery,1938.0,other,Present,France,images_thesis\1766199_1_m.jpg
17778,Unique work,male,51.2,76.8,Not flat,3.0,9.0,Unique,signed,gallery,2664.0,other,No description,France,images_thesis\1637010_1_m.jpg
17779,Unique work,male,24.0,18.1,Not flat,4.0,9.0,Unique,signed,gallery,1187.0,other,Present,France,images_thesis\1614900_1_m.jpg
17780,Unique work,female,39.4,39.4,Not flat,3.0,9.0,Unique,signed,gallery,3512.0,acrylic,No description,France,images_thesis\1570989_1_m.jpg
17781,Unique work,unknown,18.1,21.7,Not flat,3.0,9.0,Unique,signed,gallery,969.0,acrylic,No description,Spain,images_thesis\1557123_1_m.jpg
17782,Unique work,unknown,18.1,21.7,Not flat,3.0,9.0,Unique,signed,gallery,969.0,acrylic,No description,Spain,images_thesis\1557108_1_m.jpg
17783,Unique work,female,47.2,47.2,Not flat,3.0,9.0,Unique,signed,gallery,4602.0,acrylic,No description,France,images_thesis\1533312_1_m.jpg
17784,Unique work,female,39.4,39.4,Not flat,3.0,9.0,Unique,signed,gallery,3512.0,acrylic,No description,France,images_thesis\1527372_1_m.jpg
17785,Unique work,male,19.7,19.7,Not flat,3.0,9.0,Unique,signed,gallery,1453.0,other,Present,France,images_thesis\1488777_1_m.jpg
17786,Unique work,female,23.6,19.7,Not flat,3.0,5.0,Unique,signed,independent,1938.0,oil,Present,France,images_thesis\1456650_1_m.jpg
17787,Unique work,female,51.2,35.0,Not flat,3.0,9.0,Unique,signed,gallery,4239.0,acrylic,Present,France,images_thesis\1414401_1_m.jpg
17788,Unique work,unknown,15.7,15.7,Not flat,3.0,5.0,Unique,signed,gallery,678.0,other,No description,other,images_thesis\1394256_1_m.jpg
17789,Unique work,female,33.1,22.6,Flat,5.0,9.0,Unique,signed,gallery,1938.0,other,No description,Spain,images_thesis\1374528_1_m.jpg
17790,Unique work,unknown,13.8,13.8,Flat,4.0,10.0,Unique,signed,gallery,762.0,acrylic,Present,other,images_thesis\1355130_1_m.jpg
17791,Unique work,female,45.7,31.9,Not flat,2.0,9.0,Unique,signed,gallery,3149.0,other,Present,France,images_thesis\1345479_1_m.jpg
17792,Unique work,male,47.2,15.7,Not flat,4.0,7.0,Unique,signed,gallery,1199.0,other,No description,France,images_thesis\1337310_1_m.jpg
17793,Unique work,female,31.5,47.2,Not flat,6.0,9.0,Unique,signed,gallery,3379.0,other,Present,France,images_thesis\1320132_1_m.jpg
17794,Unique work,unknown,35.4,23.6,Not flat,8.0,10.0,Unique,signed,gallery,957.0,acrylic,Present,other,images_thesis\1290027_1_m.jpg
17795,Unique work,male,36.2,28.7,Not flat,5.0,9.0,Unique,signed,gallery,727.0,acrylic,No description,France,images_thesis\1195536_1_m.jpg
17796,Unique work,female,55.1,31.5,Not flat,5.0,9.0,Unique,signed,gallery,4723.0,acrylic,Present,France,images_thesis\1122198_1_m.jpg
17797,Unique work,female,31.5,15.7,Flat,15.0,8.0,Unique,signed,gallery,1332.0,other,No description,France,images_thesis\1013427_1_m.jpg
17798,Unique work,male,12.6,9.4,Not flat,15.0,5.0,Unique,signed,gallery,339.0,acrylic,Present,France,images_thesis\1006461_1_m.jpg
17799,Unique work,male,19.7,19.7,Not flat,5.0,12.0,Unique,signed,gallery,4602.0,oil,Present,France,images_thesis\1004337_1_m.jpg
17800,Unique work,male,25.6,36.2,Not flat,11.0,10.0,Unique,signed,gallery,26644.0,other,Present,France,images_thesis\962538_1_m.jpg
17801,Unique work,female,11.8,8.3,Not flat,5.0,8.0,Unique,signed,gallery,241.0,other,No description,other,images_thesis\951897_1_m.jpg
17802,Unique work,male,7.9,7.9,Not flat,5.0,8.0,Unique,signed,gallery,606.0,other,No description,France,images_thesis\941484_1_m.jpg
17803,Unique work,male,7.9,7.9,Not flat,5.0,8.0,Unique,signed,gallery,606.0,other,No description,France,images_thesis\941391_1_m.jpg
17804,Unique work,male,7.9,7.9,Not flat,5.0,8.0,Unique,signed,gallery,606.0,other,No description,France,images_thesis\941385_1_m.jpg
17805,Unique work,male,7.9,7.9,Not flat,5.0,8.0,Unique,signed,gallery,606.0,other,No description,France,images_thesis\941370_1_m.jpg
17806,Unique work,male,7.9,7.9,Not flat,5.0,8.0,Unique,signed,gallery,606.0,other,No description,France,images_thesis\941364_1_m.jpg
17807,Unique work,female,11.8,8.3,Not flat,5.0,8.0,Unique,signed,gallery,206.0,other,No description,other,images_thesis\910371_1_m.jpg
17808,Unique work,female,31.5,15.7,Flat,14.0,8.0,Unique,signed,gallery,1260.0,other,No description,France,images_thesis\855465_1_m.jpg
17809,Unique work,female,39.4,39.4,Flat,9.0,8.0,Unique,signed,gallery,2713.0,other,No description,France,images_thesis\855429_1_m.jpg
17810,Unique work,male,26.6,31.7,Not flat,5.0,6.0,Unique,signed,gallery,702.0,acrylic,Present,other,images_thesis\853896_1_m.jpg
17811,Unique work,female,59.1,59.1,Not flat,5.0,7.0,Unique,signed,gallery,9931.0,other,Present,France,images_thesis\851388_1_m.jpg
17812,Unique work,male,30.3,22.0,Not flat,5.0,6.0,Unique,signed,gallery,666.0,acrylic,Present,other,images_thesis\840801_1_m.jpg
17813,Unique work,female,23.6,15.7,Not flat,8.0,7.0,Unique,signed,gallery,872.0,oil,No description,France,images_thesis\831186_1_m.jpg
17814,Unique work,female,31.5,15.7,Not flat,8.0,7.0,Unique,signed,gallery,959.0,oil,No description,France,images_thesis\831177_1_m.jpg
17815,Unique work,female,23.6,19.7,Not flat,5.0,7.0,Unique,signed,gallery,959.0,other,No description,France,images_thesis\767352_1_m.jpg
17816,Unique work,unknown,23.6,23.6,Not flat,5.0,9.0,Unique,signed,gallery,2786.0,acrylic,No description,France,images_thesis\763983_1_m.jpg
17817,Unique work,unknown,62.6,63.0,Flat,7.0,10.0,Unique,signed,gallery,9702.0,other,Present,other,images_thesis\613488_1_m.jpg
17818,Unique work,male,21.7,18.1,Not flat,7.0,9.0,Unique,signed,gallery,4723.0,acrylic,No description,France,images_thesis\349129_1_m.jpg
17819,Unique work,female,25.6,19.7,Not flat,4.0,1.0,Unique,signed,gallery,950.0,other,Present,United States,images_thesis\2334567_1_m.jpg
17820,Unique work,male,19.7,23.6,Not flat,0.0,2.0,Unique,signed,gallery,2400.0,oil,Present,other,images_thesis\2334493_1_m.jpg
17821,Unique work,female,38.2,51.2,Not flat,1.0,4.0,Unique,signed,gallery,11687.0,other,No description,Spain,images_thesis\2333642_1_m.jpg
17822,Unique work,female,35.4,35.4,Not flat,2.0,8.0,Unique,signed,gallery,1296.0,other,Present,France,images_thesis\2333351_1_m.jpg
17823,Unique work,female,15.7,19.7,Not flat,0.0,8.0,Unique,signed,gallery,1126.0,other,Present,France,images_thesis\2333350_1_m.jpg
17824,Unique work,female,31.5,31.5,Not flat,0.0,8.0,Unique,signed,gallery,1417.0,oil,Present,France,images_thesis\2333347_1_m.jpg
17825,Unique work,female,27.6,39.4,Not flat,0.0,8.0,Unique,signed,gallery,1611.0,oil,Present,France,images_thesis\2333346_1_m.jpg
17826,Unique work,female,19.7,27.6,Not flat,0.0,8.0,Unique,signed,gallery,1138.0,oil,Present,France,images_thesis\2333345_1_m.jpg
17827,Unique work,female,35.4,35.4,Not flat,2.0,8.0,Unique,signed,gallery,1623.0,other,Present,France,images_thesis\2333344_1_m.jpg
17828,Unique work,unknown,25.0,25.0,Not flat,0.0,3.0,Unique,signed,gallery,1450.0,oil,No description,other,images_thesis\2330035_1_m.jpg
17829,Unique work,unknown,31.5,31.5,Not flat,0.0,8.0,Unique,signed,gallery,1453.0,other,No description,France,images_thesis\2330007_1_m.jpg
17830,Unique work,unknown,36.0,36.0,Not flat,0.0,3.0,Unique,signed,gallery,2650.0,acrylic,Present,other,images_thesis\2329401_1_m.jpg
17831,Unique work,unknown,48.0,36.0,Not flat,0.0,3.0,Unique,signed,gallery,2800.0,acrylic,Present,other,images_thesis\2329398_1_m.jpg
17832,Unique work,unknown,48.0,36.0,Not flat,0.0,3.0,Unique,signed,gallery,2800.0,acrylic,Present,other,images_thesis\2329380_1_m.jpg
17833,Unique work,male,23.6,23.6,Not flat,0.0,1.0,Unique,signed,independent,969.0,other,Present,France,images_thesis\2326735_1_m.jpg
17834,Unique work,male,36.2,28.3,Not flat,0.0,8.0,Unique,signed,gallery,2422.0,acrylic,Present,France,images_thesis\2324350_1_m.jpg
17835,Unique work,male,28.7,21.3,Not flat,2.0,7.0,Unique,signed,gallery,2422.0,other,Present,France,images_thesis\2324243_1_m.jpg
17836,Unique work,female,21.7,18.1,Not flat,5.0,10.0,Unique,signed,gallery,811.0,acrylic,Present,France,images_thesis\2323549_1_m.jpg
17837,Unique work,female,25.6,21.3,Not flat,1.0,10.0,Unique,signed,gallery,908.0,acrylic,Present,France,images_thesis\2323547_1_m.jpg
17838,Unique work,female,102.4,118.1,Not flat,1.0,5.0,Unique,signed,gallery,6346.0,other,No description,other,images_thesis\2322272_1_m.jpg
17839,Unique work,unknown,16.0,16.0,Not flat,0.0,3.0,Unique,signed,gallery,1000.0,oil,No description,other,images_thesis\2321253_1_m.jpg
17840,Unique work,unknown,45.0,36.0,Not flat,0.0,3.0,Unique,signed,gallery,2800.0,oil,No description,other,images_thesis\2321252_1_m.jpg
17841,Unique work,unknown,24.0,21.0,Not flat,0.0,3.0,Unique,signed,gallery,1450.0,other,Present,other,images_thesis\2320306_1_m.jpg
17842,Unique work,female,63.0,94.5,Not flat,1.0,9.0,Unique,signed,gallery,14533.0,other,Present,other,images_thesis\2318557_1_m.jpg
17843,Unique work,male,28.3,36.2,Not flat,0.0,8.0,Unique,signed,gallery,2422.0,acrylic,Present,France,images_thesis\2318379_1_m.jpg
17844,Unique work,unknown,55.1,39.4,Not flat,0.0,10.0,Unique,signed,gallery,10294.0,other,No description,France,images_thesis\2317723_1_m.jpg
17845,Unique work,unknown,47.2,39.4,Not flat,0.0,10.0,Unique,signed,gallery,9083.0,other,No description,France,images_thesis\2317713_1_m.jpg
17846,Unique work,male,27.6,19.7,Not flat,0.0,2.0,Unique,signed,gallery,1200.0,acrylic,Present,other,images_thesis\2315712_1_m.jpg
17847,Unique work,unknown,15.0,15.0,Not flat,0.0,3.0,Unique,signed,gallery,1000.0,oil,No description,other,images_thesis\2315129_1_m.jpg
17848,Unique work,unknown,15.0,15.0,Not flat,0.0,3.0,Unique,signed,gallery,1000.0,oil,No description,other,images_thesis\2315128_1_m.jpg
17849,Unique work,unknown,15.0,15.0,Not flat,0.0,3.0,Unique,signed,gallery,1000.0,oil,No description,other,images_thesis\2315127_1_m.jpg
17850,Unique work,female,7.9,7.9,Not flat,1.0,3.0,Unique,signed,gallery,412.0,acrylic,Present,France,images_thesis\2314864_1_m.jpg
17851,Unique work,female,25.6,25.6,Not flat,1.0,2.0,Unique,signed,gallery,2772.0,acrylic,No description,other,images_thesis\2314702_1_m.jpg
17852,Unique work,female,25.6,25.6,Not flat,1.0,2.0,Unique,signed,gallery,2772.0,acrylic,No description,other,images_thesis\2314662_1_m.jpg
17853,Unique work,female,21.7,39.0,Not flat,1.0,2.0,Unique,signed,gallery,2218.0,acrylic,No description,other,images_thesis\2314572_1_m.jpg
17854,Unique work,female,45.7,35.0,Not flat,0.0,12.0,Unique,signed,gallery,5450.0,oil,Present,France,images_thesis\2313287_1_m.jpg
17855,Unique work,male,31.5,39.4,Not flat,0.0,2.0,Unique,signed,gallery,1200.0,oil,Present,other,images_thesis\2313136_1_m.jpg
17856,Unique work,female,27.6,23.6,Not flat,1.0,2.0,Unique,signed,gallery,2564.0,other,No description,other,images_thesis\2312313_1_m.jpg
17857,Unique work,male,51.2,74.8,Not flat,0.0,3.0,Unique,signed,gallery,21800.0,other,Present,other,images_thesis\2311450_1_m.jpg
17858,Unique work,male,63.0,66.9,Not flat,0.0,3.0,Unique,signed,gallery,21800.0,oil,Present,other,images_thesis\2311449_1_m.jpg
17859,Unique work,male,47.2,78.7,Not flat,0.0,3.0,Unique,signed,gallery,21800.0,oil,Present,other,images_thesis\2311443_1_m.jpg
17860,Unique work,male,57.1,57.1,Not flat,0.0,3.0,Unique,signed,gallery,17258.0,oil,Present,other,images_thesis\2311442_1_m.jpg
17861,Unique work,male,39.4,31.5,Not flat,0.0,3.0,Unique,signed,gallery,10900.0,oil,Present,other,images_thesis\2311441_1_m.jpg
17862,Unique work,male,30.7,25.6,Not flat,0.0,3.0,Unique,signed,gallery,9083.0,oil,Present,other,images_thesis\2311438_1_m.jpg
17863,Unique work,female,35.4,28.7,Not flat,0.0,3.0,Unique,signed,gallery,1817.0,oil,Present,other,images_thesis\2310366_1_m.jpg
17864,Unique work,male,32.0,36.0,Not flat,2.0,3.0,Unique,signed,gallery,4550.0,oil,No description,United States,images_thesis\2308525_1_m.jpg
17865,Unique work,unknown,7.1,5.1,Not flat,1.0,8.0,Unique,signed,gallery,218.0,other,No description,other,images_thesis\2304034_1_m.jpg
17866,Unique work,unknown,31.5,23.6,Not flat,0.0,8.0,Unique,signed,gallery,2543.0,other,No description,France,images_thesis\2303965_1_m.jpg
17867,Unique work,unknown,31.5,23.6,Not flat,0.0,8.0,Unique,signed,gallery,2543.0,other,No description,France,images_thesis\2303961_1_m.jpg
17868,Unique work,unknown,19.7,19.7,Not flat,0.0,8.0,Unique,signed,gallery,1574.0,other,No description,France,images_thesis\2303956_1_m.jpg
17869,Unique work,unknown,19.7,24.0,Not flat,0.0,8.0,Unique,signed,gallery,1696.0,other,No description,France,images_thesis\2303947_1_m.jpg
17870,Unique work,unknown,7.1,5.1,Not flat,1.0,8.0,Unique,signed,gallery,218.0,other,Present,other,images_thesis\2303698_1_m.jpg
17871,Unique work,unknown,15.0,15.0,Not flat,0.0,3.0,Unique,signed,gallery,1000.0,oil,No description,other,images_thesis\2303353_1_m.jpg
17872,Unique work,female,19.7,19.7,Not flat,0.0,3.0,Unique,signed,independent,1399.0,other,Present,France,images_thesis\2303269_1_m.jpg
17873,Unique work,male,19.7,19.7,Not flat,0.0,1.0,Unique,signed,independent,1029.0,other,Present,France,images_thesis\2303195_1_m.jpg
17874,Unique work,male,10.6,8.7,Not flat,15.0,9.0,Unique,signed,gallery,787.0,other,Present,Spain,images_thesis\2302777_1_m.jpg
17875,Unique work,female,43.3,42.5,Not flat,0.0,10.0,Unique,signed,gallery,2907.0,other,Present,other,images_thesis\2301810_1_m.jpg
17876,Unique work,female,42.1,41.3,Not flat,0.0,10.0,Unique,signed,gallery,1211.0,other,Present,other,images_thesis\2301781_1_m.jpg
17877,Unique work,female,42.1,39.8,Not flat,0.0,10.0,Unique,signed,gallery,1453.0,other,Present,other,images_thesis\2301779_1_m.jpg
17878,Unique work,female,42.9,42.5,Not flat,18.0,10.0,Unique,signed,gallery,1211.0,other,Present,other,images_thesis\2301777_1_m.jpg
17879,Unique work,unknown,23.6,23.6,Not flat,1.0,9.0,Unique,signed,gallery,545.0,other,Present,France,images_thesis\2301505_1_m.jpg
17880,Unique work,male,39.4,39.4,Not flat,0.0,4.0,Unique,signed,gallery,1817.0,acrylic,Present,France,images_thesis\2300883_1_m.jpg
17881,Unique work,unknown,19.7,27.6,Not flat,2.0,9.0,Unique,signed,gallery,545.0,other,Present,France,images_thesis\2300810_1_m.jpg
17882,Unique work,female,31.5,31.5,Not flat,0.0,3.0,Unique,signed,independent,2725.0,other,Present,France,images_thesis\2297132_1_m.jpg
17883,Unique work,female,31.5,39.4,Not flat,0.0,10.0,Unique,signed,gallery,4151.0,oil,No description,other,images_thesis\2296799_1_m.jpg
17884,Unique work,female,35.4,33.5,Not flat,0.0,3.0,Unique,signed,gallery,1756.0,oil,Present,other,images_thesis\2296373_1_m.jpg
17885,Unique work,male,18.1,21.7,Not flat,35.0,3.0,Unique,signed,gallery,787.0,oil,Present,France,images_thesis\2295417_1_m.jpg
17886,Unique work,male,15.0,18.1,Not flat,45.0,3.0,Unique,signed,gallery,727.0,oil,Present,France,images_thesis\2293186_1_m.jpg
17887,Unique work,female,35.4,33.5,Not flat,0.0,3.0,Unique,signed,gallery,1078.0,oil,Present,other,images_thesis\2289450_1_m.jpg
17888,Unique work,female,23.6,28.7,Not flat,7.0,11.0,Unique,signed,gallery,1090.0,oil,No description,France,images_thesis\2289305_1_m.jpg
17889,Unique work,female,19.7,15.7,Not flat,1.0,10.0,Unique,signed,gallery,702.0,acrylic,Present,France,images_thesis\2288175_1_m.jpg
17890,Unique work,female,19.7,15.7,Not flat,1.0,10.0,Unique,signed,gallery,702.0,acrylic,Present,France,images_thesis\2288173_1_m.jpg
17891,Unique work,female,19.7,15.7,Not flat,1.0,10.0,Unique,signed,gallery,702.0,acrylic,Present,France,images_thesis\2288171_1_m.jpg
17892,Unique work,female,19.7,15.7,Not flat,1.0,10.0,Unique,signed,gallery,702.0,acrylic,Present,France,images_thesis\2288160_1_m.jpg
17893,Unique work,female,15.7,11.8,Not flat,1.0,10.0,Unique,signed,gallery,606.0,acrylic,Present,France,images_thesis\2288027_1_m.jpg
17894,Unique work,unknown,31.5,39.4,Not flat,16.0,1.0,Unique,signed,gallery,1453.0,oil,Present,Ukraine,images_thesis\2287347_1_m.jpg
17895,Unique work,female,63.0,47.2,Not flat,2.0,9.0,Unique,signed,gallery,8114.0,other,Present,other,images_thesis\2287323_1_m.jpg
17896,Unique work,female,19.7,25.6,Not flat,9.0,8.0,Unique,signed,gallery,1817.0,other,No description,France,images_thesis\2286568_1_m.jpg
17897,Unique work,female,19.7,25.6,Not flat,11.0,8.0,Unique,signed,gallery,1817.0,other,No description,France,images_thesis\2286544_1_m.jpg
17898,Unique work,unknown,24.0,18.0,Not flat,1.0,3.0,Unique,signed,gallery,1250.0,acrylic,Present,other,images_thesis\2285644_1_m.jpg
17899,Unique work,female,39.4,39.4,Not flat,3.0,9.0,Unique,signed,gallery,5087.0,acrylic,Present,other,images_thesis\2283964_1_m.jpg
17900,Unique work,female,39.4,35.4,Not flat,4.0,9.0,Unique,signed,gallery,5087.0,acrylic,Present,other,images_thesis\2283949_1_m.jpg
17901,Unique work,female,31.5,31.5,Not flat,3.0,9.0,Unique,signed,gallery,4481.0,acrylic,Present,other,images_thesis\2283906_1_m.jpg
17902,Unique work,female,39.4,39.4,Not flat,1.0,9.0,Unique,signed,gallery,5087.0,acrylic,Present,other,images_thesis\2283902_1_m.jpg
17903,Unique work,female,11.6,16.3,Not flat,1.0,1.0,Unique,signed,independent,969.0,other,Present,France,images_thesis\2283662_1_m.jpg
17904,Unique work,female,16.3,11.6,Not flat,1.0,1.0,Unique,signed,independent,363.0,other,Present,France,images_thesis\2283649_1_m.jpg
17905,Unique work,unknown,27.2,23.2,Not flat,2.0,1.0,Unique,signed,gallery,908.0,other,Present,Ukraine,images_thesis\2281874_1_m.jpg
17906,Unique work,unknown,23.6,23.6,Not flat,2.0,1.0,Unique,signed,gallery,678.0,other,Present,Ukraine,images_thesis\2281839_1_m.jpg
17907,Unique work,unknown,23.6,23.6,Not flat,3.0,1.0,Unique,signed,gallery,678.0,other,Present,Ukraine,images_thesis\2281723_1_m.jpg
17908,Unique work,unknown,19.7,21.7,Not flat,5.0,1.0,Unique,signed,gallery,678.0,oil,Present,Ukraine,images_thesis\2281425_1_m.jpg
17909,Unique work,unknown,23.6,23.6,Not flat,7.0,1.0,Unique,signed,gallery,678.0,oil,Present,Ukraine,images_thesis\2281413_1_m.jpg
17910,Unique work,unknown,23.6,23.6,Not flat,5.0,1.0,Unique,signed,gallery,678.0,oil,Present,Ukraine,images_thesis\2281213_1_m.jpg
17911,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275887_1_m.jpg
17912,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275836_1_m.jpg
17913,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275832_1_m.jpg
17914,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275827_1_m.jpg
17915,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275826_1_m.jpg
17916,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275824_1_m.jpg
17917,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275813_1_m.jpg
17918,Unique work,unknown,31.5,31.5,Not flat,2.0,1.0,Unique,signed,gallery,2301.0,other,Present,France,images_thesis\2275737_1_m.jpg
17919,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275581_1_m.jpg
17920,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275580_1_m.jpg
17921,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275578_1_m.jpg
17922,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275575_1_m.jpg
17923,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275573_1_m.jpg
17924,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275571_1_m.jpg
17925,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,acrylic,Present,Ukraine,images_thesis\2275570_1_m.jpg
17926,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275313_1_m.jpg
17927,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275107_1_m.jpg
17928,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275073_1_m.jpg
17929,Unique work,unknown,23.6,33.1,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275067_1_m.jpg
17930,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275057_1_m.jpg
17931,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2275049_1_m.jpg
17932,Unique work,unknown,33.1,23.6,Not flat,5.0,1.0,Unique,signed,gallery,763.0,other,Present,Ukraine,images_thesis\2274810_1_m.jpg
17933,Unique work,unknown,25.6,19.7,Not flat,10.0,1.0,Unique,signed,gallery,618.0,acrylic,Present,Ukraine,images_thesis\2273684_1_m.jpg
17934,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,other,Present,Ukraine,images_thesis\2272854_1_m.jpg
17935,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272515_1_m.jpg
17936,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272511_1_m.jpg
17937,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,606.0,acrylic,Present,Ukraine,images_thesis\2272504_1_m.jpg
17938,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,606.0,acrylic,Present,Ukraine,images_thesis\2272503_1_m.jpg
17939,Unique work,unknown,31.5,23.6,Not flat,4.0,1.0,Unique,signed,gallery,606.0,acrylic,Present,Ukraine,images_thesis\2272502_1_m.jpg
17940,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272499_1_m.jpg
17941,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272497_1_m.jpg
17942,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272495_1_m.jpg
17943,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272492_1_m.jpg
17944,Unique work,unknown,33.1,23.6,Not flat,4.0,1.0,Unique,signed,gallery,787.0,acrylic,Present,Ukraine,images_thesis\2272479_1_m.jpg
17945,Unique work,unknown,23.6,33.1,Not flat,4.0,1.0,Unique,signed,gallery,618.0,other,Present,Ukraine,images_thesis\2272458_1_m.jpg
17946,Unique work,unknown,26.4,33.1,Not flat,4.0,1.0,Unique,signed,gallery,618.0,acrylic,Present,Ukraine,images_thesis\2272450_1_m.jpg
17947,Unique work,unknown,29.9,22.0,Not flat,1.0,4.0,Unique,signed,gallery,15139.0,other,No description,other,images_thesis\2270322_1_m.jpg
17948,Unique work,unknown,15.7,31.5,Not flat,7.0,1.0,Unique,signed,gallery,612.0,other,Present,Ukraine,images_thesis\2265948_1_m.jpg
17949,Unique work,unknown,23.6,31.5,Not flat,8.0,1.0,Unique,signed,gallery,612.0,oil,Present,Ukraine,images_thesis\2265456_1_m.jpg
17950,Unique work,female,23.6,23.6,Not flat,1.0,5.0,Unique,signed,independent,1635.0,other,Present,France,images_thesis\2264408_1_m.jpg
17951,Unique work,unknown,28.7,23.6,Not flat,1.0,9.0,Unique,signed,gallery,3331.0,oil,Present,France,images_thesis\2263821_1_m.jpg
17952,Unique work,unknown,28.7,36.2,Not flat,1.0,9.0,Unique,signed,gallery,4239.0,oil,Present,France,images_thesis\2263339_1_m.jpg
17953,Unique work,unknown,39.4,31.9,Not flat,1.0,9.0,Unique,signed,gallery,4844.0,oil,Present,France,images_thesis\2262992_1_m.jpg
17954,Unique work,unknown,31.5,31.5,Not flat,1.0,12.0,Unique,signed,gallery,4360.0,acrylic,No description,France,images_thesis\2261934_1_m.jpg
17955,Unique work,unknown,39.4,31.9,Not flat,1.0,9.0,Unique,signed,gallery,4844.0,oil,Present,France,images_thesis\2261769_1_m.jpg
17956,Unique work,female,23.6,19.7,Not flat,1.0,3.0,Unique,signed,gallery,969.0,other,Present,other,images_thesis\2261604_1_m.jpg
17957,Unique work,female,16.1,16.1,Not flat,1.0,10.0,Unique,signed,gallery,848.0,other,Present,other,images_thesis\2258980_1_m.jpg
17958,Unique work,unknown,47.2,35.4,Not flat,1.0,4.0,Unique,signed,independent,2907.0,other,Present,other,images_thesis\2254909_1_m.jpg
