,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
11512,Unique work,unknown,23.6,19.7,Not flat,4.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1488822_1_m.jpg
11513,Unique work,male,51.2,39.4,Not flat,8.0,3.0,Unique,signed,independent,6073.0,acrylic,Present,other,images_thesis\1488582_1_m.jpg
11514,Unique work,male,39.4,55.1,Not flat,8.0,3.0,Unique,signed,independent,6073.0,acrylic,Present,other,images_thesis\1488567_1_m.jpg
11515,Unique work,male,39.4,27.6,Not flat,8.0,3.0,Unique,signed,independent,2429.0,acrylic,Present,other,images_thesis\1487481_1_m.jpg
11516,Unique work,female,11.8,15.7,Not flat,3.0,3.0,Unique,signed,independent,808.0,other,Present,France,images_thesis\1477050_1_m.jpg
11517,Unique work,female,27.6,27.6,Not flat,3.0,9.0,Unique,signed,gallery,1785.0,acrylic,Present,France,images_thesis\1447404_1_m.jpg
11518,Unique work,female,45.7,35.0,Not flat,6.0,9.0,Unique,signed,gallery,1579.0,acrylic,Present,France,images_thesis\1436874_1_m.jpg
11519,Unique work,unknown,43.3,43.3,Not flat,4.0,9.0,Unique,signed,gallery,22471.0,acrylic,Present,France,images_thesis\1377738_1_m.jpg
11520,Unique work,male,41.3,61.0,Not flat,4.0,3.0,Unique,signed,independent,3632.0,acrylic,Present,other,images_thesis\1376025_1_m.jpg
11521,Unique work,unknown,19.7,15.7,Not flat,3.0,10.0,Unique,signed,gallery,6802.0,oil,Present,other,images_thesis\1351401_1_m.jpg
11522,Unique work,male,39.4,78.7,Not flat,3.0,3.0,Unique,signed,independent,4239.0,acrylic,Present,other,images_thesis\1343457_1_m.jpg
11523,Unique work,male,39.4,78.7,Not flat,3.0,3.0,Unique,signed,independent,3632.0,acrylic,Present,other,images_thesis\1326258_1_m.jpg
11524,Unique work,male,39.4,78.7,Not flat,3.0,3.0,Unique,signed,independent,4239.0,acrylic,Present,other,images_thesis\1326255_1_m.jpg
11525,Unique work,male,23.6,23.6,Not flat,7.0,4.0,Unique,signed,gallery,1700.0,other,Present,France,images_thesis\1311543_1_m.jpg
11526,Unique work,male,23.6,19.7,Not flat,4.0,11.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\1259577_1_m.jpg
11527,Unique work,male,23.6,19.7,Not flat,4.0,11.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\1257837_1_m.jpg
11528,Unique work,unknown,25.2,19.3,Not flat,4.0,5.0,Unique,signed,gallery,2186.0,acrylic,Present,France,images_thesis\1168029_1_m.jpg
11529,Unique work,female,31.5,27.6,Not flat,4.0,8.0,Unique,signed,gallery,2854.0,oil,No description,other,images_thesis\1114095_1_m.jpg
11530,Unique work,male,44.9,57.5,Flat,4.0,10.0,Unique,signed,gallery,4737.0,other,No description,France,images_thesis\1057875_1_m.jpg
11531,Unique work,female,27.6,19.7,Not flat,4.0,8.0,Unique,signed,gallery,1822.0,other,No description,other,images_thesis\1056447_1_m.jpg
11532,Unique work,female,19.7,27.6,Not flat,4.0,8.0,Unique,signed,gallery,1822.0,other,No description,other,images_thesis\1056438_1_m.jpg
11533,Unique work,female,19.7,27.6,Not flat,4.0,8.0,Unique,signed,gallery,1822.0,other,No description,other,images_thesis\1056420_1_m.jpg
11534,Unique work,female,45.7,31.9,Not flat,5.0,9.0,Unique,signed,gallery,1579.0,acrylic,Present,France,images_thesis\1024485_1_m.jpg
11535,Unique work,male,10.0,10.0,Not flat,5.0,6.0,Unique,signed,gallery,1500.0,acrylic,Present,United States,images_thesis\979074_1_m.jpg
11536,Unique work,male,10.0,10.0,Not flat,5.0,6.0,Unique,signed,gallery,2000.0,acrylic,Present,United States,images_thesis\909780_1_m.jpg
11537,Unique work,male,11.0,14.0,Not flat,6.0,6.0,Unique,signed,gallery,1000.0,acrylic,Present,United States,images_thesis\884580_1_m.jpg
11538,Unique work,male,29.0,33.0,Not flat,6.0,6.0,Unique,signed,gallery,2500.0,other,Present,United States,images_thesis\830100_1_m.jpg
11539,Unique work,female,23.6,23.6,Not flat,6.0,11.0,Unique,signed,gallery,1215.0,acrylic,Present,France,images_thesis\668502_1_m.jpg
11540,Unique work,male,8.7,6.3,Not flat,7.0,10.0,Unique,signed,gallery,729.0,acrylic,No description,France,images_thesis\536166_1_m.jpg
11541,Unique work,unknown,18.9,12.6,Flat,7.0,10.0,Unique,signed,gallery,1811.0,other,No description,United States,images_thesis\521867_1_m.jpg
11542,Unique work,unknown,18.9,12.6,Flat,7.0,10.0,Unique,signed,gallery,1811.0,other,Present,United States,images_thesis\505400_1_m.jpg
11543,Unique work,male,31.5,23.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,oil,Present,other,images_thesis\2332797_1_m.jpg
11544,Unique work,female,39.4,35.4,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2332394_1_m.jpg
11545,Unique work,female,41.3,35.4,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2332296_1_m.jpg
11546,Unique work,female,39.4,35.4,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2329965_1_m.jpg
11547,Unique work,female,43.3,35.4,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2329964_1_m.jpg
11548,Unique work,female,39.4,35.4,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2329962_1_m.jpg
11549,Unique work,female,41.3,39.4,Not flat,0.0,3.0,Unique,signed,independent,3279.0,acrylic,Present,France,images_thesis\2329959_1_m.jpg
11550,Unique work,female,43.3,31.5,Not flat,0.0,3.0,Unique,signed,independent,3522.0,acrylic,Present,France,images_thesis\2329956_1_m.jpg
11551,Unique work,male,27.6,23.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,oil,Present,other,images_thesis\2324782_1_m.jpg
11552,Unique work,male,27.6,23.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2324238_1_m.jpg
11553,Unique work,male,23.6,15.7,Not flat,1.0,7.0,Unique,signed,gallery,759.0,other,Present,France,images_thesis\2323287_1_m.jpg
11554,Unique work,female,39.4,39.4,Not flat,0.0,3.0,Unique,signed,independent,3644.0,acrylic,Present,France,images_thesis\2323172_1_m.jpg
11555,Unique work,female,39.4,39.4,Not flat,0.0,3.0,Unique,signed,independent,3644.0,acrylic,Present,France,images_thesis\2322240_1_m.jpg
11556,Unique work,male,19.7,27.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2322177_1_m.jpg
11557,Unique work,male,39.4,78.7,Not flat,1.0,3.0,Unique,signed,independent,2247.0,oil,Present,other,images_thesis\2318380_1_m.jpg
11558,Unique work,unknown,31.9,21.3,Not flat,0.0,1.0,Unique,signed,gallery,838.0,other,Present,France,images_thesis\2318309_1_m.jpg
11559,Unique work,male,19.7,15.7,Not flat,0.0,2.0,Unique,signed,gallery,600.0,acrylic,Present,other,images_thesis\2317403_1_m.jpg
11560,Unique work,male,19.7,23.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2316585_1_m.jpg
11561,Unique work,male,23.6,47.2,Not flat,0.0,3.0,Unique,signed,independent,1822.0,oil,Present,other,images_thesis\2315544_1_m.jpg
11562,Unique work,unknown,11.8,11.8,Not flat,0.0,4.0,Unique,signed,independent,717.0,oil,Present,France,images_thesis\2312489_1_m.jpg
11563,Unique work,male,23.6,27.6,Not flat,0.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2308636_1_m.jpg
11564,Unique work,male,27.6,39.4,Not flat,0.0,11.0,Unique,signed,gallery,2053.0,other,Present,France,images_thesis\2307052_1_m.jpg
11565,Unique work,female,24.0,18.0,Not flat,1.0,3.0,Unique,signed,gallery,1500.0,other,Present,United States,images_thesis\2306175_1_m.jpg
11566,Unique work,unknown,11.8,11.8,Not flat,0.0,4.0,Unique,signed,independent,717.0,oil,Present,France,images_thesis\2303260_1_m.jpg
11567,Unique work,female,30.0,24.0,Not flat,0.0,7.0,Unique,signed,gallery,560.0,other,Present,United States,images_thesis\2302204_1_m.jpg
11568,Unique work,male,23.6,31.5,Not flat,0.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2297535_1_m.jpg
11569,Unique work,male,31.5,31.5,Not flat,1.0,3.0,Unique,signed,independent,1943.0,oil,Present,other,images_thesis\2297424_1_m.jpg
11570,Unique work,male,18.1,21.7,Not flat,29.0,9.0,Unique,not signed,gallery,972.0,oil,Present,France,images_thesis\2296585_1_m.jpg
11571,Unique work,male,8.7,13.8,Not flat,1.0,12.0,Unique,signed,gallery,729.0,acrylic,Present,France,images_thesis\2294408_1_m.jpg
11572,Unique work,male,23.6,19.7,Not flat,1.0,1.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2293663_1_m.jpg
11573,Unique work,female,38.6,38.6,Not flat,0.0,3.0,Unique,signed,independent,3158.0,acrylic,Present,France,images_thesis\2290720_1_m.jpg
11574,Unique work,female,42.5,36.2,Not flat,0.0,3.0,Unique,signed,independent,3279.0,acrylic,Present,France,images_thesis\2290717_1_m.jpg
11575,Unique work,female,39.4,41.3,Not flat,0.0,3.0,Unique,signed,independent,3158.0,acrylic,Present,France,images_thesis\2290716_1_m.jpg
11576,Unique work,female,43.3,41.3,Not flat,1.0,3.0,Unique,signed,independent,3401.0,acrylic,Present,France,images_thesis\2290715_1_m.jpg
11577,Unique work,female,45.3,45.3,Not flat,1.0,3.0,Unique,signed,independent,3462.0,acrylic,Present,France,images_thesis\2290714_1_m.jpg
11578,Unique work,female,41.3,39.4,Not flat,0.0,3.0,Unique,signed,independent,3401.0,acrylic,Present,France,images_thesis\2290713_1_m.jpg
11579,Unique work,female,41.3,35.4,Not flat,0.0,3.0,Unique,signed,independent,3279.0,acrylic,Present,France,images_thesis\2290712_1_m.jpg
11580,Unique work,female,37.4,37.4,Not flat,0.0,3.0,Unique,signed,independent,3279.0,acrylic,Present,France,images_thesis\2287491_1_m.jpg
11581,Unique work,male,7.9,7.9,Not flat,0.0,9.0,Unique,signed,gallery,97.0,acrylic,No description,France,images_thesis\2287276_1_m.jpg
11582,Unique work,unknown,23.6,31.5,Not flat,33.0,1.0,Unique,signed,gallery,911.0,other,Present,Ukraine,images_thesis\2286867_1_m.jpg
11583,Unique work,female,45.2,37.4,Not flat,1.0,3.0,Unique,signed,gallery,2865.0,acrylic,Present,France,images_thesis\2279561_1_m.jpg
11584,Unique work,female,26.0,40.0,Not flat,1.0,3.0,Unique,signed,gallery,1950.0,other,No description,United States,images_thesis\2278165_1_m.jpg
11585,Unique work,unknown,36.2,28.7,Not flat,2.0,1.0,Unique,signed,independent,1458.0,oil,Present,France,images_thesis\2266998_1_m.jpg
11586,Unique work,male,27.6,31.5,Not flat,1.0,1.0,Unique,signed,gallery,644.0,other,Present,Ukraine,images_thesis\2266582_1_m.jpg
11587,Unique work,male,23.6,27.6,Not flat,1.0,1.0,Unique,signed,gallery,644.0,oil,Present,Ukraine,images_thesis\2266433_1_m.jpg
11588,Unique work,male,23.6,31.5,Not flat,1.0,1.0,Unique,signed,gallery,644.0,oil,Present,Ukraine,images_thesis\2266427_1_m.jpg
11589,Unique work,unknown,19.7,19.7,Not flat,10.0,1.0,Unique,signed,gallery,777.0,oil,Present,Ukraine,images_thesis\2263273_1_m.jpg
11590,Unique work,male,27.6,19.7,Not flat,5.0,1.0,Unique,signed,gallery,613.0,oil,Present,Ukraine,images_thesis\2259980_1_m.jpg
11591,Unique work,female,54.3,54.3,Not flat,1.0,6.0,Unique,signed,independent,6316.0,other,Present,other,images_thesis\2247556_1_m.jpg
11592,Unique work,female,35.4,35.4,Not flat,1.0,8.0,Unique,signed,gallery,1943.0,other,Present,France,images_thesis\2246517_1_m.jpg
11593,Unique work,female,21.3,25.6,Not flat,1.0,10.0,Unique,signed,gallery,1336.0,oil,Present,France,images_thesis\2233773_1_m.jpg
11594,Unique work,male,19.7,19.7,Not flat,1.0,5.0,Unique,signed,independent,729.0,acrylic,Present,other,images_thesis\2230399_1_m.jpg
11595,Unique work,female,35.0,45.7,Not flat,1.0,8.0,Unique,signed,gallery,1822.0,other,Present,France,images_thesis\2229709_1_m.jpg
11596,Unique work,female,31.5,31.5,Not flat,1.0,9.0,Unique,signed,gallery,850.0,other,No description,France,images_thesis\2229206_1_m.jpg
11597,Unique work,male,39.4,39.4,Not flat,6.0,6.0,Unique,signed,gallery,1700.0,oil,Present,other,images_thesis\2227806_1_m.jpg
11598,Unique work,male,39.4,39.4,Not flat,6.0,6.0,Unique,signed,gallery,1700.0,oil,Present,other,images_thesis\2227804_1_m.jpg
11599,Unique work,female,110.2,59.1,Not flat,0.0,4.0,Unique,signed,independent,12389.0,acrylic,Present,Spain,images_thesis\2220409_1_m.jpg
11600,Unique work,unknown,43.3,31.5,Not flat,1.0,3.0,Unique,signed,gallery,7045.0,other,Present,other,images_thesis\2218422_1_m.jpg
11601,Unique work,female,35.4,27.6,Not flat,1.0,3.0,Unique,signed,gallery,1093.0,oil,Present,other,images_thesis\2215352_1_m.jpg
11602,Unique work,male,59.1,47.2,Not flat,2.0,5.0,Unique,signed,gallery,10871.0,acrylic,Present,other,images_thesis\2182305_1_m.jpg
11603,Unique work,male,59.1,47.2,Not flat,1.0,5.0,Unique,signed,gallery,10871.0,acrylic,Present,other,images_thesis\2182303_1_m.jpg
11604,Unique work,male,39.4,78.7,Not flat,1.0,3.0,Unique,signed,independent,2611.0,acrylic,Present,other,images_thesis\2173316_1_m.jpg
11605,Unique work,male,63.0,31.5,Not flat,2.0,9.0,Unique,signed,gallery,5223.0,oil,No description,France,images_thesis\2145556_1_m.jpg
11606,Unique work,unknown,39.4,39.4,Not flat,2.0,10.0,Unique,signed,gallery,2429.0,other,No description,France,images_thesis\2124534_1_m.jpg
11607,Unique work,unknown,45.7,35.0,Not flat,2.0,3.0,Unique,signed,gallery,3158.0,other,Present,France,images_thesis\2099583_1_m.jpg
11608,Unique work,unknown,23.6,23.6,Not flat,6.0,10.0,Unique,signed,gallery,1093.0,other,No description,France,images_thesis\2098170_1_m.jpg
11609,Unique work,male,36.0,24.0,Not flat,4.0,3.0,Unique,signed,gallery,1800.0,acrylic,Present,United States,images_thesis\2050650_1_m.jpg
11610,Unique work,male,12.0,9.0,Not flat,2.0,6.0,Unique,signed,gallery,950.0,other,Present,United States,images_thesis\1938867_1_m.jpg
11611,Unique work,unknown,35.4,25.6,Not flat,8.0,9.0,Unique,signed,gallery,20527.0,acrylic,Present,France,images_thesis\1924542_1_m.jpg
11612,Unique work,unknown,21.7,15.0,Not flat,5.0,4.0,Unique,signed,independent,607.0,oil,Present,France,images_thesis\1822638_1_m.jpg
11613,Unique work,male,3.9,3.9,Not flat,3.0,10.0,Unique,signed,gallery,972.0,acrylic,No description,France,images_thesis\1784730_1_m.jpg
11614,Unique work,male,9.0,12.0,Not flat,7.0,6.0,Unique,signed,gallery,900.0,other,Present,United States,images_thesis\1371483_1_m.jpg
11615,Unique work,male,15.0,11.0,Not flat,3.0,6.0,Unique,signed,gallery,1300.0,other,Present,United States,images_thesis\1362273_1_m.jpg
11616,Unique work,female,15.7,15.7,Not flat,6.0,10.0,Unique,signed,gallery,972.0,other,No description,other,images_thesis\1060176_1_m.jpg
11617,Unique work,unknown,31.5,23.6,Flat,4.0,5.0,Unique,signed,independent,668.0,acrylic,Present,France,images_thesis\1032300_1_m.jpg
11618,Unique work,unknown,19.7,39.4,Not flat,5.0,10.0,Unique,signed,gallery,2508.0,acrylic,No description,other,images_thesis\1007010_1_m.jpg
11619,Unique work,male,61.0,41.3,Not flat,8.0,5.0,Unique,signed,independent,4130.0,other,No description,Spain,images_thesis\969621_1_m.jpg
11620,Unique work,male,67.7,42.9,Not flat,5.0,5.0,Unique,signed,independent,4433.0,acrylic,No description,Spain,images_thesis\969615_1_m.jpg
11621,Unique work,female,36.0,48.0,Not flat,5.0,7.0,Unique,signed,gallery,1600.0,acrylic,Present,United States,images_thesis\946086_1_m.jpg
11622,Unique work,unknown,13.4,13.4,Not flat,5.0,11.0,Unique,signed,gallery,607.0,other,Present,France,images_thesis\906039_1_m.jpg
11623,Unique work,male,51.2,38.2,Not flat,5.0,5.0,Unique,signed,independent,3583.0,acrylic,Present,Spain,images_thesis\862740_1_m.jpg
11624,Unique work,male,72.8,43.3,Not flat,8.0,5.0,Unique,signed,independent,4616.0,other,No description,Spain,images_thesis\820845_1_m.jpg
11625,Unique work,male,65.7,43.3,Not flat,8.0,5.0,Unique,signed,independent,4373.0,other,No description,Spain,images_thesis\820839_1_m.jpg
11626,Unique work,male,72.8,43.3,Not flat,8.0,5.0,Unique,signed,independent,4616.0,other,No description,Spain,images_thesis\820833_1_m.jpg
11627,Unique work,male,19.7,19.7,Not flat,8.0,5.0,Unique,signed,independent,1579.0,other,No description,Spain,images_thesis\789600_1_m.jpg
11628,Unique work,male,51.2,43.3,Not flat,7.0,5.0,Unique,signed,independent,3826.0,acrylic,Present,Spain,images_thesis\769086_1_m.jpg
11629,Unique work,male,43.3,43.3,Not flat,7.0,5.0,Unique,signed,independent,3462.0,acrylic,No description,Spain,images_thesis\758589_1_m.jpg
11630,Unique work,male,68.5,43.3,Not flat,8.0,5.0,Unique,signed,independent,4494.0,acrylic,No description,Spain,images_thesis\758586_1_m.jpg
11631,Unique work,male,43.3,43.3,Not flat,7.0,5.0,Unique,signed,independent,3462.0,acrylic,No description,Spain,images_thesis\742074_1_m.jpg
11632,Unique work,male,56.3,43.3,Flat,10.0,5.0,Unique,signed,independent,4008.0,other,Present,Spain,images_thesis\727986_1_m.jpg
11633,Unique work,male,63.0,43.3,Flat,9.0,5.0,Unique,signed,independent,4008.0,other,Present,Spain,images_thesis\727980_1_m.jpg
11634,Unique work,male,40.2,40.9,Flat,7.0,5.0,Unique,signed,independent,3158.0,other,No description,Spain,images_thesis\727974_1_m.jpg
11635,Unique work,male,78.7,63.8,Not flat,8.0,5.0,Unique,signed,independent,5709.0,other,Present,Spain,images_thesis\727932_1_m.jpg
11636,Unique work,male,63.8,43.3,Flat,9.0,5.0,Unique,signed,independent,4312.0,other,No description,Spain,images_thesis\727884_1_m.jpg
11637,Unique work,male,64.2,43.3,Flat,9.0,5.0,Unique,not signed,independent,4312.0,acrylic,No description,Spain,images_thesis\727869_1_m.jpg
11638,Unique work,male,58.7,43.1,Flat,11.0,5.0,Unique,signed,independent,3948.0,other,No description,Spain,images_thesis\727071_1_m.jpg
11639,Unique work,male,56.3,43.1,Flat,11.0,5.0,Unique,signed,independent,3948.0,other,No description,Spain,images_thesis\726597_1_m.jpg
11640,Unique work,male,39.4,39.4,Not flat,8.0,5.0,Unique,signed,independent,3158.0,other,No description,Spain,images_thesis\726216_1_m.jpg
11641,Unique work,male,47.6,41.7,Flat,7.0,5.0,Unique,not signed,independent,3583.0,acrylic,No description,Spain,images_thesis\725010_1_m.jpg
11642,Unique work,unknown,43.3,43.3,Flat,7.0,5.0,Unique,signed,independent,3462.0,acrylic,No description,Spain,images_thesis\724683_1_m.jpg
11643,Unique work,unknown,43.3,43.3,Flat,7.0,5.0,Unique,signed,independent,3462.0,acrylic,No description,Spain,images_thesis\724677_1_m.jpg
11644,Unique work,unknown,42.9,42.9,Flat,7.0,5.0,Unique,signed,independent,3462.0,acrylic,No description,Spain,images_thesis\724509_1_m.jpg
11645,Unique work,male,53.9,76.4,Not flat,13.0,9.0,Unique,signed,gallery,4008.0,other,Present,France,images_thesis\708597_1_m.jpg
11646,Unique work,male,32.5,19.7,Not flat,22.0,9.0,Unique,signed,gallery,4858.0,acrylic,Present,France,images_thesis\423135_1_m.jpg
11647,Unique work,female,35.4,35.4,Not flat,0.0,3.0,Unique,signed,gallery,1579.0,other,Present,other,images_thesis\2329493_1_m.jpg
11648,Unique work,female,36.0,36.0,Not flat,0.0,7.0,Unique,signed,gallery,920.0,other,Present,United States,images_thesis\2328511_1_m.jpg
11649,Unique work,male,28.7,36.2,Not flat,0.0,6.0,Unique,signed,independent,486.0,other,Present,France,images_thesis\2327821_1_m.jpg
11650,Unique work,female,48.0,48.0,Not flat,0.0,7.0,Unique,signed,gallery,1500.0,other,Present,United States,images_thesis\2326673_1_m.jpg
11651,Unique work,female,31.5,47.2,Not flat,1.0,6.0,Unique,signed,independent,3037.0,other,Present,other,images_thesis\2323186_1_m.jpg
11652,Unique work,female,13.7,35.4,Not flat,6.0,6.0,Unique,signed,gallery,2250.0,other,Present,other,images_thesis\2322308_1_m.jpg
11653,Unique work,female,25.2,19.6,Not flat,13.0,6.0,Unique,signed,gallery,1660.0,other,Present,other,images_thesis\2321734_1_m.jpg
